1108939,5163856,0.5923986197119526
1108939,2834919,0.5776237668599923
1108939,25753,0.5640734014777529
1108939,6273537,0.5291038411437573
1108939,7804766,0.5215464123409113
1108939,698106,0.5189074339674105
1108939,6238857,0.5169603109227179
1108939,2834911,0.5106501820957381
1108939,4390191,0.5050108304008871
1108939,6920554,0.5030126296506362
1108939,4016943,0.5017665824390011
1108939,5579740,0.49820563271171037
1108939,3499836,0.4964880106155992
1108939,8363174,0.4886804526990962
1108939,2047562,0.480537366375656
1108939,8725053,0.47981087745244355
1108939,7454708,0.4726843019593283
1108939,6980266,0.4687456252582993
1108939,3097883,0.4681430303118276
1108939,375864,0.4635933313379992
1108939,5318841,0.46239501265131655
1108939,2639731,0.4606060501584881
1108939,6920553,0.4592489160079787
1108939,7152561,0.45612357255293445
1108939,2805940,0.45545043795387463
1108939,3529234,0.45454813448678344
1108939,8096932,0.4538161138190401
1108939,5553585,0.45332095370368086
1108939,2846462,0.4522574805091891
1108939,5803262,0.4507827778704081
1108939,7329472,0.4503926813759056
1108939,702597,0.44888122396594476
1108939,4078352,0.4488430880135523
1108939,1889170,0.44869012666112296
1108939,3647358,0.4480188616803593
1108939,242056,0.4433091593073858
1108939,1851519,0.442969729221105
1108939,7724054,0.4423091512836599
1108939,4016944,0.4397946756833908
1108939,7814529,0.43630403441451737
1108939,3557725,0.4358265164605617
1108939,1979870,0.4351164106895754
1108939,5152544,0.4345389024147954
1108939,4881065,0.43421494790510107
1108939,698109,0.43200773349049437
1108939,8661642,0.42952844025129466
1108939,2973975,0.42949490395644974
1108939,6405188,0.42808560889025205
1108939,3308900,0.42562665986824655
1108939,7919347,0.42375843667142865
1108939,8172843,0.42338228691603974
1108939,7777453,0.42306875187447557
1108939,5291621,0.42279189167879316
1108939,8309578,0.42188830451191883
1108939,6521246,0.4194417493259224
1108939,1382796,0.41906306924995584
1108939,8596282,0.4189029082507916
1108939,3529237,0.41835588445083527
1108939,8596289,0.4176252837235659
1108939,4806489,0.4176148348184372
1108939,2834913,0.4166847688192339
1108939,4251218,0.415512694356751
1108939,5617396,0.4151279298976943
1108939,937064,0.415122827739671
1108939,5700619,0.41254329490487707
1108939,3865302,0.412317914431099
1108939,1842680,0.41211585768125514
1108939,283413,0.41211585768125514
1108939,1157125,0.41211585768125514
1108939,4426668,0.4119611557872762
1108939,371765,0.41173344434555004
1108939,4222731,0.4115872694982676
1108939,3026339,0.4113657197141064
1108939,2387200,0.40947677626586554
1108939,6807723,0.4092214470252067
1108939,3899061,0.40874019032175735
1108939,2011059,0.4087133595640575
1108939,3615744,0.4083975066732828
1108939,3058067,0.4078157374403083
1108939,3899055,0.40768345389770544
1108939,5337029,0.40765032104606913
1108939,8088001,0.40740133902194686
1108939,1240073,0.40717084277908877
1108939,3256779,0.4065156684733038
1108939,3237763,0.4060394004974438
1108939,4205822,0.40506418354355933
1108939,1406041,0.4037686020462985
1108939,4631244,0.403268411316415
1108939,7651010,0.4031549212825425
1108939,4746823,0.40247762813218413
1108939,6612385,0.40107892263748446
1108939,6164667,0.4006977957539333
1108939,414222,0.4004986038343902
1108939,6179026,0.40026981317606247
1108939,640910,0.39972946824459143
1108939,1223226,0.39945106762392946
1108939,3419836,0.3993602068198092
1108939,3506104,0.3986311581507582
1108939,6335029,0.39806716980016366
1108939,5807716,0.3972479979908359
1112389,8138765,0.8066667978091048
1112389,5892677,0.7424785682577714
1112389,5892681,0.6706224079530836
1112389,8138768,0.6348139681078347
1112389,3394193,0.6287443889940006
1112389,3394197,0.6167854424619591
1112389,4931198,0.6090444731963601
1112389,5892682,0.5741208936271515
1112389,6832274,0.5678707743599851
1112389,5892680,0.5585296499397185
1112389,6780774,0.5574749712650271
1112389,5099993,0.5548716948677562
1112389,5099991,0.5529507259838569
1112389,4284840,0.5510325526326993
1112389,7817890,0.5503216885768357
